genes,symbol,average_foldchange,UCS,THYM,BRCA,LGG,THCA,UVM,LIHC,KIRP,PCPG,BLCA,CESC,SARC,GBM,HNSC,ACC,UCEC,PAAD,COAD,Description,Protein Functions (ChatGPT),Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000230715.3,AC018638.2,-1.397721818,-3.853728182,-2.033460173,-1.022219088,-1.162268168,-1.553669046,-1.224330801,-0.838193787,-1.28058825,-1.002683476,-1.135974451,-0.834457202,-1.305728536,-2.740043972,-1.131381036,-0.499150449,-0.573305548,-1.750422783,-1.217387783,None,None,None,None,None,None,None,None,None,None
ENSG00000167615.17,LENG8,-1.39511351,-4.396645783,-1.771140433,-0.728211901,-1.363138603,-1.739027398,-1.269220754,-0.793577841,-1.471512063,-0.51908238,-1.08575494,-1.039348205,-1.211411164,-3.0328546,-1.184949447,-0.195436119,-1.011383979,-1.429469636,-0.869877941,leukocyte receptor cluster member 8,"LENG8, also known as leukocyte receptor cluster member 8, is a gene that is predicted to be active in the nucleus. However, there is currently limited information available about the function of this gene. It is located within a cluster of genes on chromosome 19 that encode leukocyte receptors, which are involved in immune system function. Further research is needed to fully understand the role of LENG8 in human biology and disease.","Unfortunately, there is currently limited information available on the disease implications and targeted drug discovery efforts for LENG8. As a relatively understudied gene, there have been no drugs developed specifically targeting this gene. However, given its location within a cluster of genes involved in immune system function, it is possible that future research may uncover potential disease implications and drug targets related to immune disorders. As of now, there are no known successful drugs on the market targeting LENG8. Further research is needed to fully understand the potential implications of this gene in disease and drug discovery efforts.",,,Predicted intracellular proteins,Nucleoplasm (Approved); Additional: Cytosol,,,
ENSG00000068305.17,MEF2A,-1.346421379,-2.022958555,-2.403312036,-1.867063566,-1.906827431,-1.562759355,-1.39560408,-1.669180561,-1.470730947,-1.293739931,-1.436580904,-0.895067087,-1.665895608,-0.467252816,-1.268744502,-0.716918472,-1.007143544,-0.997334463,-0.188470964,myocyte enhancer factor 2A,"MEF2A is a gene that encodes a transcription factor involved in various cellular processes, including muscle development, neuronal differentiation, cell growth control, and apoptosis. It activates many muscle-specific, growth factor-induced, and stress-induced genes and can act as a homodimer or heterodimer. Defects in this gene can cause autosomal dominant coronary artery disease 1 with myocardial infarction (ADCAD1). Multiple transcript variants encoding different isoforms have been identified.","Mutations in the MEF2A gene have been linked to autosomal dominant coronary artery disease 1 with myocardial infarction (ADCAD1), a condition characterized by early onset of coronary artery disease and an increased risk of heart attack. Targeted drug discovery efforts have focused on identifying compounds that can modulate the activity of MEF2A and potentially prevent or treat ADCAD1. One example is the small molecule inhibitor, BIX-01294, which has been shown to inhibit MEF2A activity and reduce the expression of genes involved in cardiac hypertrophy. Another example is the natural compound, resveratrol, which has been shown to activate MEF2A and improve cardiac function in animal models of heart disease. However, there are currently no drugs on the market specifically targeting MEF2A for the treatment of ADCAD1.",GO:0070375 ERK5 cascade;GO:0055005 ventricular cardiac myofibril assembly;GO:0055015 ventricular cardiac muscle cell development,,Predicted intracellular proteins; Transcription factors:alpha-Helices exposed by beta-structures; Human disease related genes:Cardiovascular diseases:Vascular diseases; Disease related genes; Cancer-related genes:Mutational cancer driver genes,Nucleoplasm (Supported); Additional: Cytosol,,(M229)PID P38 ALPHA BETA DOWNSTREAM PATHWAY,(M5909)HALLMARK MYOGENESIS
ENSG00000104517.13,UBR5,-1.320558333,-2.870793025,-1.446875276,-1.855390863,-1.773471409,-1.4785712,-1.475844878,-1.185844272,-1.056733386,-0.827238152,-2.14127449,-0.982592959,-1.595401378,-1.05672909,-1.047238692,-0.450262218,-0.732648992,-1.088187111,-0.704952596,ubiquitin protein ligase E3 component n-recognin 5,"UBR5 is a gene that encodes a progestin-induced protein belonging to the HECT family. This protein functions as an E3 ubiquitin-protein ligase, targeting specific proteins for ubiquitin-mediated proteolysis. UBR5 is localized to chromosome 8q22, which is disrupted in various cancers. The gene potentially plays a role in regulating cell proliferation or differentiation.","There is limited information available on the disease implications of UBR5. However, studies have suggested that UBR5 may play a role in the development and progression of various cancers, including breast, ovarian, and prostate cancer. Targeted drug discovery efforts for UBR5 are still in the early stages, but there is potential for the development of drugs that target the protein's E3 ubiquitin-protein ligase activity. Currently, there are no drugs on the market that specifically target UBR5. However, there are drugs that target other proteins in the ubiquitin-proteasome system, such as bortezomib, which is used to treat multiple myeloma and mantle cell lymphoma. Further research is needed to fully understand the potential therapeutic implications of targeting UBR5.",GO:0033696 heterochromatin boundary formation;GO:0071629 cytoplasm protein quality control by the ubiquitin-proteasome system;GO:0140455 cytoplasm protein quality control,,Cancer-related genes; Enzymes; Predicted intracellular proteins; ENZYME proteins:Transferases,Nucleoplasm (Supported); Additional: Cytosol,,,
ENSG00000100393.14,EP300,-1.313456917,-2.516419406,-1.619549797,-2.024140001,-1.665803237,-1.336232807,-0.322725332,-1.510316363,-1.208489216,-0.758228701,-2.19377211,-0.946612972,-1.359720538,-1.591693643,-1.10062623,-1.160608533,-1.030884519,-1.078837569,-0.217563526,E1A binding protein p300,"EP300 is a gene that encodes a protein called E1A binding protein p300, which functions as a histone acetyltransferase that regulates transcription via chromatin remodeling. It plays an important role in cell proliferation and differentiation and mediates cAMP-gene regulation by binding specifically to phosphorylated CREB protein. EP300 has also been identified as a co-activator of HIF1A, which stimulates hypoxia-induced genes such as VEGF. Defects in this gene are associated with Rubinstein-Taybi syndrome and may also play a role in epithelial cancer.","EP300 mutations have been linked to Rubinstein-Taybi syndrome (RTS), a rare genetic disorder characterized by intellectual disability, distinctive facial features, and broad thumbs and toes. RTS is caused by mutations in either EP300 or CREBBP, another gene that encodes a protein similar to p300. Targeted drug discovery efforts for EP300 have focused on developing small molecule inhibitors that can block its histone acetyltransferase activity and potentially treat cancer. One example is C646, a selective inhibitor of p300/CBP that has shown promising results in preclinical studies for the treatment of various cancers, including breast, prostate, and lung cancer. Another example is A-485, a potent and selective inhibitor of p300/CBP that is currently in clinical trials for the treatment of solid tumors.",GO:0036268 swimming;GO:0061921 peptidyl-lysine propionylation;GO:0140066 peptidyl-lysine crotonylation,,Human disease related genes:Cancers:Cancers of haematopoietic and lymphoid tissues; Predicted intracellular proteins; ENZYME proteins:Transferases; Potential drug targets; Human disease related genes:Congenital malformations:Other congenital malformations; Disease related genes; Enzymes; Cancer-related genes:Mutated cancer genes; Cancer-related genes:Mutational cancer driver genes,Nucleoplasm (Enhanced),,(M32)PID HDAC CLASSIII PATHWAY; (M207)PID RETINOIC ACID PATHWAY; (M44)PID HIF2PATHWAY,
ENSG00000168906.13,MAT2A,-1.250816282,-1.455841782,-2.376555582,-1.489481298,-2.038793542,-1.839303749,-1.06910401,-1.143345564,-1.262309087,-2.633670139,-0.869581408,-1.073025809,-1.039351572,-0.489606041,-0.297262734,-1.278385703,-1.044394078,-1.086038543,-0.028642426,methionine adenosyltransferase 2A,"MAT2A is a human gene that encodes for the production of S-adenosylmethionine (AdoMet) from methionine and ATP. AdoMet is an important methyl donor in cellular processes. The protein produced by this gene, methionine adenosyltransferase 2A, plays a crucial role in catalyzing the production of AdoMet. This gene is essential for normal cellular function and any mutations or dysregulation of its expression can lead to various diseases and disorders.","Dysregulation of MAT2A expression has been implicated in various diseases, including liver cancer, non-alcoholic fatty liver disease, and depression. In liver cancer, MAT2A expression is often downregulated, leading to a decrease in AdoMet production and subsequent alterations in DNA methylation and gene expression. Targeting MAT2A has been explored as a potential therapeutic strategy for liver cancer and other diseases. Several small molecule inhibitors of MAT2A have been developed and tested in preclinical studies, showing promising results in reducing tumor growth and improving liver function. One example is 3-deazaneplanocin A (DZNep), which has been shown to inhibit MAT2A and induce apoptosis in liver cancer cells. Another example is cycloleucine, which has been shown to inhibit MAT2A and reduce liver fibrosis in animal models. However, further research is needed to fully understand the potential of targeting MAT2A for therapeutic purposes.",GO:0006556 S-adenosylmethionine biosynthetic process;GO:0061431 cellular response to methionine;GO:1904640 response to methionine,,Enzymes; Predicted intracellular proteins; ENZYME proteins:Transferases,Nucleoplasm (Approved); Additional: Cytosol,Ademetionine,(M195)PID CMYB PATHWAY,
ENSG00000005483.21,KMT2E,-1.248924924,-4.111209158,-1.664072173,-1.597027422,-1.380497223,-1.209446189,-1.503036484,-1.28732072,-1.112053372,-0.562089444,-0.896361925,-0.892892465,-1.19302201,-0.851957863,-1.007626929,-0.71332806,-0.95388569,-1.077383135,-0.467438376,lysine methyltransferase 2E (inactive),"KMT2E is a gene that belongs to the MLL family and encodes a protein with a PHD zinc finger and a SET domain. The protein is involved in regulating cell cycle progression, and overexpression of the protein inhibits this process. Different versions of the gene have been identified through alternate transcriptional splice variants. The gene is inactive, meaning that it is not currently being expressed or producing its protein product.","There is limited information available on the disease implications of KMT2E. However, mutations in other genes of the MLL family have been associated with various types of leukemia and other cancers. Therefore, it is possible that KMT2E mutations may also contribute to the development of cancer. 

As KMT2E is currently an inactive gene, there are no targeted drug discovery efforts or drugs on the market that specifically target this gene. However, there are drugs that target other members of the MLL family, such as DOT1L inhibitors for the treatment of acute leukemia. These drugs work by inhibiting the activity of the DOT1L protein, which is involved in the regulation of gene expression by the MLL family of proteins. 

In summary, while there is limited information available on the disease implications of KMT2E, it is possible that mutations in this gene may contribute to the development of cancer. Currently, there are no targeted drug discovery efforts or drugs on the market that specifically target KMT2E, but there are drugs that target other members of the MLL family for the treatment of leukemia.",GO:0002446 neutrophil mediated immunity;GO:0042119 neutrophil activation;GO:0036230 granulocyte activation,,Disease related genes; Human disease related genes:Congenital malformations:Congenital malformations of the nervous system; Predicted intracellular proteins,Nucleoplasm (Supported); Additional: Nuclear bodies,,,
ENSG00000124198.9,ARFGEF2,-1.222532053,-2.022594593,-2.220890011,-1.834831852,-1.35767749,-1.313556297,-1.366483825,-1.562277729,-0.625222741,-1.375428386,-1.791243775,-0.825401608,-0.890342181,-0.836656474,-0.87434446,-0.883368483,-0.926038746,-0.953881891,-0.345336408,ARF guanine nucleotide exchange factor 2,"ARFGEF2 is a human gene that encodes a protein involved in intracellular vesicular trafficking. The protein activates ADP-ribosylation factors (ARFs) by replacing bound GDP with GTP and is involved in Golgi transport. It contains a Sec7 domain, which is responsible for its guanine-nucleotide exchange activity and brefeldin A inhibition. ARFs play a crucial role in the regulation of vesicular trafficking, and mutations in ARFGEF2 have been associated with developmental disorders and intellectual disabilities.","Mutations in ARFGEF2 have been associated with developmental disorders and intellectual disabilities, including autosomal recessive periventricular heterotopia (ARPH) and intellectual disability with seizures. ARPH is a disorder characterized by abnormal migration of neurons during brain development, leading to the formation of nodules of gray matter in the white matter surrounding the ventricles. There are currently no targeted drug discovery efforts specifically for ARFGEF2, but drugs targeting the broader pathway of intracellular vesicular trafficking, such as brefeldin A and golgicide A, have been developed. These drugs inhibit the activity of ARFGEF2 and other proteins involved in vesicular trafficking, leading to disruption of cellular processes and potential therapeutic effects. However, these drugs have not been approved for clinical use due to their non-specific effects and potential toxicity.",GO:0032012 regulation of ARF protein signal transduction;GO:0001881 receptor recycling;GO:0043112 receptor metabolic process,,Disease related genes; Human disease related genes:Congenital malformations:Congenital malformations of the nervous system; Predicted intracellular proteins,Golgi apparatus (Supported),,,(M5910)HALLMARK PROTEIN SECRETION
ENSG00000060237.18,WNK1,-1.193267906,-6.451269142,-1.183784898,-1.580917842,-1.189594651,-0.992844277,-0.733126028,-0.780377579,-0.610872708,-0.601595935,-1.237764488,-0.58102142,-0.768483359,-0.65494052,-0.986482213,-0.93679124,-0.69576499,-0.968409443,-0.524781584,WNK lysine deficient protein kinase 1,"WNK1 is a gene that encodes a protein kinase belonging to the WNK subfamily. This protein is believed to play a crucial role in regulating blood pressure by controlling the transport of sodium and chloride ions. Mutations in WNK1 have been linked to two genetic disorders: pseudohypoaldosteronism type II and hereditary sensory neuropathy type II. The former is characterized by high blood pressure, low potassium levels, and metabolic acidosis, while the latter is a neurological disorder that affects the sensory nerves. Different isoforms of the protein have been identified through alternative splicing, but their full-length nature is yet to be determined.","WNK1 has been identified as a potential target for drug discovery efforts aimed at treating hypertension. Several small molecule inhibitors of WNK1 have been developed, including WNK463 and WNK463-like compounds, which have shown promising results in preclinical studies. However, these compounds have not yet been tested in clinical trials. In addition, WNK1 has been implicated in the pathogenesis of other diseases, including cancer, diabetes, and osteoporosis. For example, WNK1 has been shown to regulate the activity of the Wnt signaling pathway, which is involved in the development of several types of cancer. Several drugs targeting the Wnt pathway are currently in clinical trials, including LGK974 and OMP-54F28. However, the potential role of WNK1 in these diseases is still being investigated, and further research is needed to fully understand its therapeutic potential.",GO:0033633 negative regulation of cell-cell adhesion mediated by integrin;GO:0060566 positive regulation of termination of DNA-templated transcription;GO:1904595 positive regulation of termination of RNA polymerase II transcription,yes,Human disease related genes:Nervous system diseases:Other nervous and sensory system diseases; Predicted intracellular proteins; Kinases; Human disease related genes:Urinary system diseases:Kidney diseases; ENZYME proteins:Transferases; Potential drug targets; Disease related genes; Enzymes,Cytosol (Supported),,,
ENSG00000047410.14,TPR,-1.178898618,-2.294633432,-1.782510569,-1.56421823,-1.340775867,-1.208862549,-2.537293419,-1.081050632,-0.976544001,-1.117901017,-1.228007051,-0.973952784,-1.100526933,-1.153378571,-0.499452486,-0.801400949,-0.831404763,-0.294248665,-0.434013199,"translocated promoter region, nuclear basket protein","The TPR gene encodes a large protein that forms filaments inside the nucleus and interacts with components of the nuclear pore complex. It plays a crucial role in the export of mRNA and certain proteins from the nucleus. In some cases, the 5' end of the TPR gene fuses with kinase genes, leading to the development of certain types of cancer.","The TPR gene has been implicated in several types of cancer, including acute lymphoblastic leukemia, acute myeloid leukemia, and breast cancer. In some cases, the TPR gene undergoes a chromosomal translocation that results in the fusion of its 5' end with a kinase gene, leading to the activation of oncogenic signaling pathways. Targeted drug discovery efforts have focused on developing inhibitors of the kinase activity of the fusion proteins, such as the BCR-ABL inhibitor imatinib, which is used to treat chronic myeloid leukemia. Other drugs that target TPR-related pathways include the mTOR inhibitor everolimus, which is used to treat breast cancer, and the HSP90 inhibitor ganetespib, which is being investigated in clinical trials for several types of cancer. However, more research is needed to fully understand the role of TPR in cancer and to develop effective targeted therapies.",GO:0031990 mRNA export from nucleus in response to heat stress;GO:0031453 positive regulation of heterochromatin formation;GO:1905269 positive regulation of chromatin organization,,Predicted intracellular proteins; Human disease related genes:Cancers:Cancers of endocrine organs; Potential drug targets; Disease related genes; Transporters:Transporter channels and pores; Cancer-related genes:Mutational cancer driver genes,Nuclear membrane (Enhanced),,,
ENSG00000053254.16,FOXN3,-1.17176705,-6.210185682,-1.004781082,-1.145539296,-0.956975283,-0.905185687,-1.319423557,-0.95808762,-0.631264499,-0.210333274,-0.608216587,-0.644287938,-1.582984905,-0.447109221,-0.623392533,-1.776084368,-0.367291519,-1.050208474,-0.650455381,forkhead box N3,"FOXN3 is a gene that belongs to the forkhead/winged helix transcription factor family. It plays a role in cell cycle regulation by suppressing multiple yeast checkpoint mutations. This gene is involved in activating a MEC1-independent checkpoint pathway, which is responsible for eukaryotic DNA damage-inducible cell cycle arrests at G1 and G2. Alternative splicing occurs at the FOXN3 locus, resulting in distinct isoforms. Overall, FOXN3 is an important gene involved in regulating cell cycle checkpoints and maintaining genomic stability.","There is limited information available on the disease implications of FOXN3. However, some studies have suggested that FOXN3 may play a role in cancer development and progression. For example, one study found that FOXN3 expression was significantly decreased in breast cancer tissues compared to normal breast tissues. Additionally, another study found that FOXN3 expression was associated with poor prognosis in patients with gastric cancer.

As for targeted drug discovery efforts, there are currently no drugs specifically targeting FOXN3. However, there are drugs that target other genes involved in cell cycle regulation, which may indirectly affect FOXN3 activity. For example, cyclin-dependent kinase (CDK) inhibitors such as palbociclib and ribociclib have been approved for the treatment of breast cancer and target CDK4/6, which play a critical role in cell cycle progression.

In conclusion, while there is limited information available on the disease implications of FOXN3, it may play a role in cancer development and progression. There are currently no drugs specifically targeting FOXN3, but drugs targeting other genes involved in cell cycle regulation may indirectly affect FOXN3 activity.",GO:0097094 craniofacial suture morphogenesis;GO:0007095 mitotic G2 DNA damage checkpoint signaling;GO:0044818 mitotic G2/M transition checkpoint,,Transcription factors:Helix-turn-helix domains; Predicted intracellular proteins,Nucleoplasm (Approved); Additional: Cytosol,,,(M5901)HALLMARK G2M CHECKPOINT
ENSG00000186566.13,GPATCH8,-1.167622517,-3.964891057,-1.378656078,-1.362950364,-1.328037965,-1.37463577,-1.005789659,-1.14377663,-0.938349221,-0.859050665,-1.177325207,-0.815910415,-0.882235915,-1.203292924,-0.628397403,-1.226779433,-0.719160024,-0.785820407,-0.222146165,G-patch domain containing 8,"GPATCH8 is a human gene that encodes a protein containing several domains, including an RNA-processing domain, a zinc finger domain, a lysine-rich region, and a serine-rich region. A mutation in the serine-rich region of the protein has been linked to hyperuricemia, a condition characterized by high levels of uric acid in the blood. The gene undergoes alternative splicing, resulting in the production of multiple transcript variants that encode different isoforms of the protein.","Hyperuricemia, the condition associated with a mutation in the GPATCH8 gene, can lead to gout, a painful form of arthritis. Targeted drug discovery efforts have focused on developing drugs that inhibit the enzyme xanthine oxidase, which is involved in the production of uric acid. Allopurinol, a xanthine oxidase inhibitor, is a commonly used drug for the treatment of hyperuricemia and gout. Febuxostat, another xanthine oxidase inhibitor, has also been approved for the treatment of hyperuricemia and gout. In addition, uricosuric drugs, such as probenecid, can increase the excretion of uric acid from the body. These drugs have been successful in reducing the symptoms of hyperuricemia and gout, but they may have side effects and are not effective for all patients. Further research is needed to develop more targeted and effective treatments for hyperuricemia and related conditions.",,,Predicted intracellular proteins,Nuclear speckles (Approved); Additional: Mitochondria,,,
ENSG00000132466.19,ANKRD17,-1.130850056,-1.359223541,-1.464334661,-1.693110535,-1.594904543,-1.176170875,-0.945381914,-1.20790506,-1.211804259,-1.083532519,-1.697022994,-0.798342911,-0.880118933,-1.145510684,-0.716536055,-1.175224567,-0.889670828,-0.958640933,-0.357865193,ankyrin repeat domain 17,"ANKRD17 is a human gene that encodes a protein belonging to the family of ankyrin repeat-containing proteins. The protein contains two distinct arrays of ankyrin repeats, a nuclear export signal, a nuclear localization signal, and a cyclin-binding RXL motif. The protein is localized to the nucleus and has been observed to interact with cyclin-dependent kinase 2. It is suggested that ANKRD17 plays a role in DNA replication and in both anti-viral and anti-bacterial innate immune pathways. Alternative splicing results in multiple transcript variants encoding different isoforms.","There is limited information available on the disease implications of ANKRD17. However, recent studies have suggested that ANKRD17 may play a role in cancer development and progression. Specifically, ANKRD17 has been found to be overexpressed in several types of cancer, including breast, lung, and liver cancer. Targeted drug discovery efforts for ANKRD17 are currently limited, as the exact function of the protein is not well understood. However, there have been some studies exploring the potential of ANKRD17 as a therapeutic target for cancer treatment. One example is a study that found that inhibiting ANKRD17 expression in breast cancer cells led to decreased cell proliferation and increased apoptosis. Currently, there are no drugs on the market that specifically target ANKRD17.",GO:1900245 positive regulation of MDA-5 signaling pathway;GO:0039533 regulation of MDA-5 signaling pathway;GO:0001955 blood vessel maturation,,Disease related genes; Human disease related genes:Other diseases:Mental and behavioural disorders; Predicted intracellular proteins,Nucleoplasm (Supported); Additional: Nuclear membrane,,,
