genes,symbol,average_foldchange,DLBC,UVM,ACC,SARC,THYM,BRCA,BLCA,LIHC,CHOL,KICH,KIRP,LUSC,HNSC,KIRC,THCA,LUAD,GBM,PCPG,ESCA,LGG,PAAD,READ,COAD,STAD,Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000106268.15,NUDT1,0.57076562,1.50671666,0.682020695,1.417197521,0.686610271,0.893012079,0.952591967,0.77998844,0.508255482,0.85291236,0.335009257,0.184049098,0.607437599,0.722225353,0.379960528,0.251127792,0.42603345,0.311106823,0.318784475,0.902182754,0.27827504,0.247070517,0.070268746,0.046245126,0.339292842,"NUDT1 has been implicated in several diseases, including cancer, neurodegeneration, and inflammation. In cancer, NUDT1 has been shown to be downregulated in several types of tumors, including breast, lung, and colon cancer, suggesting that it may act as a tumor suppressor. In neurodegeneration, mutations in NUDT1 have been linked to the development of Parkinson's disease, and the enzyme has been shown to protect against oxidative stress-induced neuronal death. In inflammation, NUDT1 has been shown to regulate the production of pro-inflammatory cytokines, suggesting that it may be a potential target for anti-inflammatory therapies.

Several drug discovery efforts have targeted NUDT1, with the aim of developing drugs that can modulate its activity for therapeutic purposes. One approach has been to identify small molecules that can activate NUDT1, with the goal of enhancing its protective effects against oxidative stress and neurodegeneration. Another approach has been to develop inhibitors of NUDT1, with the aim of reducing its activity in cancer cells and promoting their death. However, no drugs targeting NUDT1 have yet been approved for clinical use.

One example of a successful drug that indirectly targets NUDT1 is the chemotherapy drug 5-fluorouracil (5-FU), which is commonly used to treat colon, breast, and other cancers. 5-FU is converted into an active metabolite that can be incorporated into DNA, leading to the formation of DNA adducts that are recognized and excised by NUDT1. Inhibition of NUDT1 by 5-FU leads to the accumulation of DNA damage and cell death in cancer cells.",GO:0042262 DNA protection;GO:0006152 purine nucleoside catabolic process;GO:0009164 nucleoside catabolic process,,Enzymes; Predicted intracellular proteins; Cancer-related genes:Candidate cancer biomarkers; ENZYME proteins:Hydrolases,Cytosol (Supported),,,
ENSG00000178896.9,EXOSC4,0.578788392,1.492326,1.140681,1.32054,0.7036817,0.8538409,0.8211162,0.4627144,1.121855,0.6008608,0.241831,0.4005082,0.5514226,0.1325362,0.2873798,0.1796105,0.5367102,0.4791278,0.2810364,0.6499018,0.2331738,0.1952005,0.6565521,0.1816304,0.3666841,"There is limited information available on the disease implications of EXOSC4. However, some studies have suggested that mutations in this gene may be associated with neurodegenerative disorders such as amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD). Targeted drug discovery efforts for EXOSC4 are also limited, but some studies have focused on developing small molecule inhibitors of the exosome complex as potential cancer therapeutics. One example of a successful drug targeting the exosome complex is the chemotherapy drug, doxorubicin, which has been shown to inhibit the exosome complex and reduce tumor growth in preclinical studies. However, more research is needed to fully understand the potential therapeutic implications of targeting EXOSC4 and the exosome complex.",GO:0034475 U4 snRNA 3'-end processing;GO:0071051 poly(A)-dependent snoRNA 3'-end processing;GO:0071028 nuclear mRNA surveillance,,Predicted intracellular proteins,Cytosol;Nucleoplasm (Supported); Additional: Vesicles,,,(M5922)HALLMARK UNFOLDED PROTEIN RESPONSE
ENSG00000140988.16,RPS2,0.584005896,1.592143,0.4064794,1.407329,1.10832,0.672127,0.3906874,0.5558927,0.7758093,0.6278787,1.108812,0.7928848,0.4280913,0.348659,0.4970919,0.1887198,0.2493883,0.624139,0.3021057,0.5195776,0.3732639,0.238982,0.2272459,0.2481804,0.3323334,"There is limited information on the disease implications of RPS2 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPS2, may be associated with various types of cancer. Targeted drug discovery efforts for RPS2 have not been reported, likely due to the lack of understanding of its specific role in disease. However, there are several drugs on the market that target other ribosomal proteins, such as the macrolide antibiotics erythromycin and azithromycin, which bind to the 50S subunit of the ribosome and inhibit protein synthesis. Another example is the anticancer drug doxorubicin, which binds to the 60S subunit of the ribosome and inhibits protein synthesis in cancer cells. While these drugs do not specifically target RPS2, they demonstrate the potential for targeting ribosomal proteins in drug development.",GO:0051443 positive regulation of ubiquitin-protein transferase activity;GO:0051438 regulation of ubiquitin-protein transferase activity;GO:0031398 positive regulation of protein ubiquitination,,Cancer-related genes:Mutated cancer genes; Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Approved),Copper,,(M5926)HALLMARK MYC TARGETS V1
ENSG00000161016.18,RPL8,0.597353738,1.930005,0.4299351,1.258066,0.6874887,0.6721064,0.6803883,0.5023277,1.008323,0.5470652,0.5517261,0.5327772,0.6325867,0.1593269,0.3376006,0.1495142,0.4621707,0.9975656,0.3762178,0.7518318,0.3255956,0.2675425,0.5528627,0.2250196,0.2984463,"There is limited information available on the disease implications of RPL8 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPL8, may be associated with various types of cancer. Targeted drug discovery efforts for RPL8 have not been reported, likely due to the lack of understanding of its specific role in disease. However, there are several drugs on the market that target other ribosomal proteins, such as the macrolide antibiotics erythromycin and azithromycin, which bind to the 50S subunit of bacterial ribosomes and inhibit protein synthesis. Another example is the anticancer drug doxorubicin, which binds to the 60S subunit of eukaryotic ribosomes and inhibits protein synthesis in cancer cells. While these drugs do not specifically target RPL8, they demonstrate the potential for targeting ribosomal proteins in drug development.",GO:0002181 cytoplasmic translation;GO:0006412 translation;GO:0010467 gene expression,,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum;Nucleoli (Supported),(S)-3-phenyllactic acid; Anisomycin; Puromycin,,
ENSG00000171858.18,RPS21,0.601091925,1.712586,0.211719,1.323202,0.8285585,0.7016113,0.7391017,0.7033616,0.6484235,0.7516674,0.6598455,0.7060436,0.707409,0.2743228,0.4101155,0.1525964,0.3892591,1.141684,0.3268511,0.3009309,0.2819726,0.3874975,0.4874975,0.2992585,0.2806912,"There is limited information available on the disease implications of RPS21 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPS21, may be associated with various types of cancer. For example, RPS21 has been found to be overexpressed in hepatocellular carcinoma and lung adenocarcinoma. Targeted drug discovery efforts for RPS21 have not been reported, likely due to the lack of understanding of its specific role in disease. Currently, there are no drugs on the market that specifically target RPS21. However, there are drugs that target the ribosome as a whole, such as macrolides and aminoglycosides, which are commonly used as antibiotics. These drugs bind to the ribosome and inhibit protein synthesis, leading to bacterial cell death.","GO:0000461 endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA);GO:0000447 endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);GO:0031125 rRNA 3'-end processing",,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Supported),,,
ENSG00000108107.15,RPL28,0.614973925,2.212307182,0.613390435,1.47615171,1.083160159,0.797081966,0.431399902,0.925548136,0.691276326,0.708759031,0.695636,0.61357882,0.390918763,0.275946887,0.428840776,0.248489961,0.20287202,0.779594096,0.439596362,0.258826077,0.409287327,0.340580795,0.297052127,0.370849727,0.068229607,"There is limited information available on the disease implications of RPL28. However, some studies have suggested that alterations in ribosomal proteins, including RPL28, may play a role in the development and progression of certain cancers. Targeted drug discovery efforts for RPL28 are also limited, as it is primarily a structural component of the ribosome and not a druggable target. However, there have been some successful drugs developed that target other ribosomal proteins, such as the macrolide antibiotics that bind to the 50S subunit of the ribosome and inhibit protein synthesis. Examples of macrolide antibiotics include erythromycin, azithromycin, and clarithromycin, which are commonly used to treat bacterial infections. Other drugs that target the ribosome include tetracyclines and aminoglycosides.",GO:0002181 cytoplasmic translation;GO:0006412 translation;GO:0010467 gene expression,,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Supported),,,
ENSG00000105372.8,RPS19,0.615995642,1.962368592,0.261045001,1.538063347,0.966065177,0.769926908,0.5091176,0.706644424,0.705559935,0.694106328,0.510617656,0.505937616,0.70184861,0.413344535,0.507549999,0.245878103,0.307411567,0.884449235,0.514302937,0.488842657,0.464978054,0.318345839,0.211404863,0.419536323,0.176550111,"Diamond-Blackfan anemia (DBA) is a rare genetic disorder caused by mutations in genes encoding ribosomal proteins, including RPS19. DBA is characterized by a failure of erythropoiesis, resulting in a shortage of red blood cells and anemia. Treatment options for DBA include blood transfusions, corticosteroids, and bone marrow transplantation. However, these treatments have limitations and can cause side effects. Targeted drug discovery efforts for DBA have focused on identifying compounds that can increase erythropoiesis by targeting the ribosomal machinery. One example is lenalidomide, a drug that has been shown to increase erythropoiesis in DBA patients by enhancing the translation of erythropoietin mRNA. Lenalidomide is also used to treat multiple myeloma and myelodysplastic syndromes. Another example is Sotatercept, a drug that targets the TGF-? superfamily and has been shown to increase erythropoiesis in preclinical models of DBA. Sotatercept is currently in clinical trials for the treatment of DBA and other anemias.",GO:0060265 positive regulation of respiratory burst involved in inflammatory response;GO:0060266 negative regulation of respiratory burst involved in inflammatory response;GO:0060268 negative regulation of respiratory burst,,Human disease related genes:Cardiovascular diseases:Hematologic diseases; Predicted intracellular proteins; Human disease related genes:Other congenital disorders:Ribosomopathies; Ribosomal proteins; Disease related genes,Nucleoplasm (Supported),Artenimol,,(M5950)HALLMARK ALLOGRAFT REJECTION
ENSG00000167526.14,RPL13,0.618286442,2.310626,0.1573664,1.387135,1.032452,0.853387,0.3892709,0.7202591,0.7523605,1.211669,0.911543,0.4860701,0.4393764,0.3051601,0.5413733,0.2074585,0.1850158,0.7401512,0.3401937,0.2818872,0.2853841,0.3274311,0.4297007,0.3381978,0.2054057,"There is limited information available on the disease implications of RPL13. However, recent studies have suggested that RPL13 may play a role in the development and progression of certain cancers, including breast cancer and lung cancer. Targeted drug discovery efforts for RPL13 are still in the early stages, but there is potential for the development of drugs that target this gene and its associated pathways.

Currently, there are no drugs on the market that specifically target RPL13. However, there are several drugs that target ribosomal proteins in general, such as the macrolide antibiotics erythromycin and azithromycin, which bind to the 50S subunit of ribosomes and inhibit protein synthesis. Another example is the drug tigecycline, which targets the 30S subunit of ribosomes and is used to treat infections caused by multidrug-resistant bacteria. These drugs have been successful in treating a variety of bacterial infections, but their potential for treating cancer and other diseases associated with ribosomal dysfunction is still being explored.",GO:0001824 blastocyst development;GO:0002181 cytoplasmic translation;GO:0060348 bone development,,Predicted intracellular proteins; Ribosomal proteins; Human disease related genes:Congenital malformations:Congenital malformations of the musculoskeletal system; Disease related genes,Cytosol;Endoplasmic reticulum;Nucleoli (Enhanced),,,
ENSG00000125995.16,ROMO1,0.618367229,1.633008,0.6529377,1.111983,0.5216589,0.8688901,0.9998341,0.9235482,0.7602107,0.6282399,0.6860597,0.4911107,0.7030311,0.1160441,0.4406758,0.2371377,0.5495736,0.9251777,0.4162664,0.4935227,0.2528287,0.3041131,0.5027927,0.3088214,0.3133475,"There is limited information available on the disease implications of the ROMO1 gene. However, studies have suggested that increased expression of ROMO1 may be associated with various types of cancer, including breast, lung, and liver cancer. Targeted drug discovery efforts for ROMO1 are also limited, but some studies have explored the potential of using ROMO1 inhibitors as a therapeutic strategy for cancer treatment. Currently, there are no drugs on the market that specifically target ROMO1. However, some drugs that indirectly affect ROS levels in cells, such as antioxidants and chemotherapeutic agents, may have an impact on ROMO1 activity. Further research is needed to fully understand the potential therapeutic implications of targeting ROMO1.",GO:0051838 cytolysis by host of symbiont cells;GO:0045039 protein insertion into mitochondrial inner membrane;GO:0090399 replicative senescence,,Predicted intracellular proteins; Transporters:Transporter channels and pores,,,,
ENSG00000215580.11,BCORP1,5.822083167,6.449988,5.97598,5.559471,6.214783,8.817646,5.860124,5.617672,4.825921,6.602331,4.531038,5.876174,5.940528,5.201459,5.972501,6.501654,6.137999,5.171597,6.556721,4.612047,6.808164,6.404838,4.523615,4.602105,4.96564,None,None,None,None,None,None,None,None
ENSG00000241859.7,ANOS2P,6.329957542,4.592689,4.892234,6.2638,6.320645,6.979676,6.745995,6.368878,4.201337,6.749613,8.41395,7.013718,6.476742,5.5484,6.976421,7.393232,6.07123,5.714659,6.208413,6.754849,7.567696,6.35578,6.575481,6.463723,5.26982,None,None,None,None,None,None,None,None
ENSG00000154620.6,TMSB4Y,6.805266833,6.520017,6.935944,6.392428,6.749017,8.019379,6.997193,7.11903,5.787988,6.355151,7.87097,7.243609,6.684318,5.983006,6.771473,7.673871,6.516034,5.75899,6.367581,6.516139,7.743762,6.071014,7.997178,7.603091,5.649221,"Research on TMSB4Y is still in its early stages, and there is limited information available on its disease implications. However, studies have suggested that TMSB4Y may play a role in the development and progression of certain types of cancer, including prostate cancer. Targeted drug discovery efforts are currently underway to identify drugs that can inhibit the activity of TMSB4Y and potentially treat these cancers. One example of a successful drug targeting a similar protein is the drug Latrunculin A, which targets the protein actin and is used to treat certain types of cancer. However, more research is needed to fully understand the role of TMSB4Y in disease and to develop effective targeted therapies.",GO:0008064 regulation of actin polymerization or depolymerization;GO:0030832 regulation of actin filament length;GO:0110053 regulation of actin filament organization,,Predicted intracellular proteins,,,,
ENSG00000176728.10,TTTY14,7.549639417,4.657141,8.223972,7.915814,8.386759,8.833814,7.48755,7.239192,7.390526,8.228179,9.22896,8.354721,7.518794,7.073756,7.816173,8.709329,7.866381,7.046478,7.897362,6.34144,8.359385,7.852186,6.408349,5.526389,6.828696,,,,,,,,
ENSG00000099725.14,PRKY,8.375589165,7.781854784,10.81479179,8.064262697,9.370550965,8.396399154,9.056551466,9.16714733,7.414342852,8.965039994,8.950784859,7.321539342,9.480791202,7.786945288,8.773148197,7.171448102,8.470124888,5.848907803,8.204404428,8.467749089,7.846738471,9.089076898,8.789494916,8.222159494,7.559885957,None,None,None,None,None,None,None,None
ENSG00000165246.14,NLGN4Y,8.553297375,7.659113,8.710651,9.516896,9.433975,8.365787,10.35885,9.217588,7.401986,9.50058,9.646858,9.716485,9.494418,8.585709,9.471886,9.315614,8.04581,6.281804,9.503038,7.525966,8.540114,8.358704,6.513491,6.743378,7.370436,"NLGN4Y has been found to be associated with autism spectrum disorder (ASD) and other neurological conditions. Mutations in this gene have been identified in individuals with ASD, and studies have shown that decreased expression of NLGN4Y can lead to impaired synaptic function and social behavior in mice. Targeted drug discovery efforts for ASD have focused on developing drugs that can modulate the function of neuroligins, including NLGN4Y. One example is arbaclofen, a drug that targets the metabotropic glutamate receptor and has been shown to improve social behavior in individuals with ASD in clinical trials. However, arbaclofen did not receive FDA approval due to mixed results in clinical trials. Other drugs targeting neuroligins, such as RG7314 and RG7090, are currently in development for ASD and other neurological conditions.",GO:0007158 neuron cell-cell adhesion;GO:0099054 presynapse assembly;GO:0071625 vocalization behavior,,Predicted intracellular proteins,,,,
ENSG00000067646.12,ZFY,9.327053212,8.260702118,10.13128537,8.828152493,9.799618958,9.306859632,10.1011845,9.11774405,8.609248994,8.443988267,10.06272396,9.380948495,9.797601089,9.898119985,9.867007559,10.18619651,9.777792703,7.014218976,9.263582073,10.27625916,9.709508277,9.509882547,8.598459804,8.916206996,8.991984581,"There are currently no known disease implications associated with the ZFY gene. As a result, there have been no targeted drug discovery efforts or drugs developed specifically for this gene. However, zinc finger proteins have been identified as potential targets for drug development in other diseases such as cancer and genetic disorders. For example, the drug Ivacaftor targets the cystic fibrosis transmembrane conductance regulator (CFTR) gene, which encodes a zinc finger protein, and has been successful in treating cystic fibrosis. Additionally, the drug Olaparib targets the poly (ADP-ribose) polymerase (PARP) gene, which also contains zinc finger domains, and has been approved for the treatment of ovarian and breast cancer. While there are currently no drugs targeting the ZFY gene, the study of zinc finger proteins in drug development may lead to future therapies for a variety of diseases.",GO:0060746 parental behavior;GO:0019098 reproductive behavior;GO:0001541 ovarian follicle development,,Predicted intracellular proteins; Transcription factors:Zinc-coordinating DNA-binding domains,Nucleoplasm (Approved); Additional: Nucleoli,3-Cyclohexyl-L-alanine; PCL-016,,
ENSG00000114374.13,USP9Y,9.94800269,7.945048856,11.46627357,9.943690763,9.588363884,10.32760115,11.32691196,10.3184783,8.380584626,10.06331413,11.98247648,10.80545539,10.91059539,9.788952138,10.30511016,11.24949456,10.08830984,7.274921072,10.48616962,9.757112481,10.45109327,10.25064748,8.865606946,8.963245117,8.212607367,"USP9Y mutations have been linked to male infertility, specifically azoospermia, which is the absence of sperm in semen. Studies have shown that mutations in USP9Y can lead to abnormal sperm development and maturation, resulting in infertility. Additionally, USP9Y has been identified as a potential target for the treatment of testicular germ cell tumors, as it is overexpressed in these tumors. However, there are currently no drugs on the market that specifically target USP9Y. Drug discovery efforts are ongoing, with researchers exploring the use of small molecule inhibitors and RNA interference to target USP9Y. Successful drugs targeting other members of the peptidase C19 family include bortezomib, which is used to treat multiple myeloma and mantle cell lymphoma, and carfilzomib, which is used to treat relapsed or refractory multiple myeloma.",GO:0030509 BMP signaling pathway;GO:0071772 response to BMP;GO:0071773 cellular response to BMP stimulus,,Peptidases:Cysteine-type peptidases; Predicted intracellular proteins; Potential drug targets; Human disease related genes:Reproductive system diseases:Reproductive system diseases; Enzymes; ENZYME proteins:Hydrolases; Disease related genes,Vesicles (Uncertain),,,
ENSG00000183878.15,UTY,9.961982792,9.823439,10.71622,10.64556,9.563044,9.914661,10.90226,10.05201,9.360859,10.01754,10.9876,10.25793,10.76105,9.484696,10.19213,10.86716,9.936814,7.512994,9.666504,10.36981,10.05678,9.833087,9.969306,9.296167,8.899966,"The UTY gene has been implicated in several diseases, including cancer and autoimmune disorders. In prostate cancer, UTY has been found to be overexpressed, and its expression levels have been correlated with tumor aggressiveness. In autoimmune disorders such as systemic lupus erythematosus (SLE), UTY has been identified as a potential autoantigen, meaning that the immune system mistakenly targets it as foreign. Targeted drug discovery efforts for UTY are still in the early stages, but there is potential for developing drugs that target UTY in cancer and autoimmune disorders. Currently, there are no drugs on the market that specifically target UTY, but there are drugs that target related proteins involved in protein-protein interactions and immune responses, such as immunomodulatory drugs used in the treatment of multiple myeloma.",GO:0007507 heart development;GO:0006338 chromatin remodeling;GO:0006325 chromatin organization,,Predicted intracellular proteins; Enzymes; ENZYME proteins:Oxidoreductases,Nucleoplasm (Approved); Additional: Nucleoli;Nucleoli rim,,,
ENSG00000198692.10,EIF1AY,10.25932429,11.73329,10.75858,9.630444,10.68533,10.42762,11.5709,10.71322,10.43235,9.470573,11.30903,10.62104,10.37416,10.47563,10.08176,10.80707,9.859191,7.255386,10.13911,10.86883,10.16164,10.37966,9.318734,9.907329,9.242906,"EIF1AY is not currently known to be associated with any specific diseases. However, research has shown that it may play a role in the development and progression of certain cancers, including breast cancer and prostate cancer. Targeted drug discovery efforts for EIF1AY are currently limited, as the gene is located on the Y chromosome and is therefore only present in males. However, drugs targeting related proteins involved in translation initiation, such as eIF4E, are being developed for the treatment of cancer. Examples of successful drugs targeting translation initiation include ribociclib and palbociclib, which are used in combination with hormone therapy to treat certain types of breast cancer.",GO:0006413 translational initiation;GO:0006412 translation;GO:0010467 gene expression,,Predicted intracellular proteins,Cytosol (Approved),,,
ENSG00000131002.12,TXLNGY,10.32384471,10.36272,10.86897,10.67313,10.44919,10.21499,11.65755,10.34949,10.58097,10.54733,10.75968,10.65015,10.591,10.14443,10.03055,11.08735,10.32739,6.936049,9.975465,11.0335,10.28059,10.64345,9.619264,10.16722,9.821845,None,None,None,None,None,None,None,None
ENSG00000012817.16,KDM5D,10.55657274,9.488978743,12.21032398,10.83577183,11.04996831,10.63400134,11.85031563,10.64817655,10.45854686,10.33014689,12.07356322,10.85256571,10.78577675,10.57011743,10.21229475,11.61910333,10.38954448,7.536821998,10.23112715,10.77726016,10.81536567,10.84208238,10.00090142,9.724702108,9.420289146,"There is limited information available on the disease implications of KDM5D. However, studies have suggested that alterations in the expression of KDM5D may be associated with certain types of cancer, including prostate cancer and breast cancer. Targeted drug discovery efforts for KDM5D are still in the early stages, but there is potential for the development of drugs that target the protein encoded by this gene. One example of a successful drug targeting a related protein is GSK-J4, which inhibits the activity of the KDM6 family of proteins. GSK-J4 has shown promise in preclinical studies for the treatment of certain types of cancer and inflammatory diseases. However, further research is needed to determine the potential of KDM5D as a therapeutic target and to develop effective drugs targeting this protein.",GO:0002457 T cell antigen processing and presentation;GO:0060765 regulation of androgen receptor signaling pathway;GO:0002456 T cell mediated immunity,,Predicted intracellular proteins; Transcription factors:Helix-turn-helix domains; Enzymes; ENZYME proteins:Oxidoreductases,Nucleoli fibrillar center (Approved),Ascorbic acid,,
ENSG00000067048.17,DDX3Y,10.59836286,10.42291023,12.20360779,10.90530309,11.24209714,10.34272444,11.71400787,11.01741291,10.32710086,9.704543486,11.93837741,11.2920085,10.76939046,10.72180131,10.88798454,11.69844235,10.38350938,7.020240297,10.67776384,10.48835619,10.6873434,10.92935071,9.629738428,10.06868048,9.288013528,"DDX3Y has been implicated in male infertility and is a potential target for drug discovery efforts aimed at treating this condition. In particular, DDX3Y has been shown to play a critical role in spermatogenesis, and mutations in this gene have been associated with a reduction in germ cell numbers and Sertoli-cell only syndrome. While there are currently no drugs on the market that specifically target DDX3Y, there is ongoing research aimed at identifying small molecules that can modulate the activity of this protein. One example of a successful drug discovery effort targeting a related protein is the development of inhibitors of the related RNA helicase DDX3X, which have shown promise as potential treatments for a range of viral infections, including HIV, hepatitis C, and Zika virus.",GO:0007276 gamete generation;GO:0048609 multicellular organismal reproductive process;GO:0019953 sexual reproduction,,Predicted intracellular proteins; Potential drug targets; Human disease related genes:Reproductive system diseases:Reproductive system diseases; Enzymes; ENZYME proteins:Hydrolases; Disease related genes,Cytosol (Enhanced),,,
ENSG00000129824.16,RPS4Y1,11.47794383,11.68313,13.37945,10.74841,12.34353,10.28692,14.07854,12.23442,11.874,10.00352,13.41701,12.22947,11.05105,10.68022,11.49869,12.8514,11.41698,7.925322,10.41679,12.57803,10.90429,10.83032,10.98984,11.09004,10.95928,"There is limited information on the disease implications of RPS4Y1. However, there is some evidence to suggest that haploinsufficiency of the ribosomal protein S4 genes, including RPS4Y1, may play a role in Turner syndrome, a genetic disorder that affects females and is characterized by short stature and other physical abnormalities. 

There are currently no targeted drug discovery efforts specifically focused on RPS4Y1. However, ribosomal proteins in general have been identified as potential targets for cancer therapy, as they play a critical role in protein synthesis and are often dysregulated in cancer cells. 

There are no drugs on the market that specifically target RPS4Y1. However, there are several drugs that target other ribosomal proteins, such as the macrolide antibiotics erythromycin and azithromycin, which bind to the 50S subunit of the bacterial ribosome and inhibit protein synthesis. Another example is the anticancer drug doxorubicin, which binds to the 70S ribosome and inhibits protein synthesis in cancer cells.",GO:0006412 translation;GO:0010467 gene expression;GO:0019538 protein metabolic process,,Predicted intracellular proteins; Ribosomal proteins,,,,
